gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,410-429
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,707-839
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,965-1036
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,1144-1287
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,1375-1446
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,1537-1596
BaRT2v18chr3HG122880,BaRT2v18chr3HG122880.9,33139608-33145012,Leucine-rich repeat domain superfamily,1728-1788
BaRT2v18chr3HG123330,BaRT2v18chr3HG123330.1,36065641-36066442,Reverse transcriptase,23-305
BaRT2v18chr3HG123330,BaRT2v18chr3HG123330.1,36065641-36066442,DNA/RNA polymerase superfamily,20-317
BaRT2v18chr3HG123330,BaRT2v18chr3HG123330.1,36065641-36066442,Integrase zinc-binding domain,614-782
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5280-5363
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5448-5579
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5664-5876
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5972-6110
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,346-613
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,382-691
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,5265-5363
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,5448-5579
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,5664-5876
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,5972-6080
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Cellulose synthase,6089-7124
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,418-691
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5265-5363
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5448-5579
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5664-5876
BaRT2v18chr3HG123280,BaRT2v18chr3HG123280.1,36013371-36020675,Nucleotide-diphospho-sugar transferases,5972-6374
BaRT2v18chr3HG123060,BaRT2v18chr3HG123060.1,33916016-33919967,UBA-like domain DUF1421,3288-3414
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger C2H2-type,2426-2501
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger C2H2-type,1640-1715
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger C2H2-type,1721-1790
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger C2H2-type,1727-1790
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger protein 511,241-343
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger protein 511,794-858
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger protein 511,1632-1830
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.2,35079796-35082871,Zinc finger protein 511,2421-2942
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger C2H2-type,1640-1715
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger C2H2-type,1721-1790
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger C2H2-type,1727-1790
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger protein 511,241-343
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger protein 511,794-858
BaRT2v18chr3HG123120,BaRT2v18chr3HG123120.3,35079796-35082835,Zinc finger protein 511,1632-1832
BaRT2v18chr3HG123290,BaRT2v18chr3HG123290.1,36048616-36050173,Zinc finger,1221-1266
BaRT2v18chr3HG123290,BaRT2v18chr3HG123290.1,36048616-36050173,Zinc finger,1182-1281
BaRT2v18chr3HG123290,BaRT2v18chr3HG123290.1,36048616-36050173,Zinc finger,1218-1266
BaRT2v18chr3HG123290,BaRT2v18chr3HG123290.1,36048616-36050173,Zinc finger,1221-1266
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,166-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,2358-2608
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,3436-3520
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,3869-3897
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,4787-4887
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,5753-5828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,6298-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,6509-6590
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,6732-6804
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,6895-7056
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,367-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Domain of unknown function DUF3730,2358-2404
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,3860-3897
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,4787-4887
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,5753-5828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,6298-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,6509-6590
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,6732-6804
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,6895-7069
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,7297-7427
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,7505-7593
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,7792-7880
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,7974-8186
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,10346-10423
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,25101-25283
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,26521-27375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.1,34535740-34566620,Armadillo-type fold,27497-27671
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,3067-3123
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,3593-3724
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,3804-3885
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,4027-4099
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,4190-4364
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,4592-4722
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,4800-4888
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,5087-5175
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,5269-5481
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,7641-7718
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,22396-22578
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,23816-24670
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Armadillo-type fold,24792-24954
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Domain of unknown function DUF3730,3055-3123
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Domain of unknown function DUF3730,3593-3724
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Domain of unknown function DUF3730,3804-3885
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Domain of unknown function DUF3730,4027-4099
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.10,34538445-34566298,Domain of unknown function DUF3730,4190-4348
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,1314-1471
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,3631-3708
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,18386-18568
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,19806-20660
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,20782-21078
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,21547-22185
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Armadillo-type fold,22747-22751
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Domain of unknown function DUF3730,18-89
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.11,34542455-34566457,Domain of unknown function DUF3730,180-334
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,787-946
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,3106-3183
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,17861-18043
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,19281-20135
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,20257-20553
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,21022-21660
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.12,34542980-34566355,Armadillo-type fold,22222-22224
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,429-575
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,2735-2812
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,17490-17672
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,18910-19764
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,19886-20182
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.13,34543351-34566357,Armadillo-type fold,20651-21289
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Armadillo-type fold,163-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Armadillo-type fold,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Armadillo-type fold,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Armadillo-type fold,2358-2608
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Domain of unknown function DUF3730,367-781
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Domain of unknown function DUF3730,1166-1249
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Domain of unknown function DUF3730,1933-2209
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.2,34535740-34566620,Domain of unknown function DUF3730,2358-2404
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,Domain of unknown function DUF3730,331-745
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,Domain of unknown function DUF3730,1130-1196
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.3,34535776-34566310,Armadillo-type fold,103-427
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Domain of unknown function DUF3730,315-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Domain of unknown function DUF3730,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Domain of unknown function DUF3730,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Domain of unknown function DUF3730,2306-2352
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Armadillo-type fold,111-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Armadillo-type fold,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Armadillo-type fold,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Armadillo-type fold,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.4,34535792-34566298,Armadillo-type fold,3378-3468
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Domain of unknown function DUF3730,315-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Domain of unknown function DUF3730,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Domain of unknown function DUF3730,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Domain of unknown function DUF3730,2306-2352
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Armadillo-type fold,111-729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Armadillo-type fold,1114-1197
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Armadillo-type fold,1881-2157
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Armadillo-type fold,2306-2556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,Armadillo-type fold,3384-3468
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,98-728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,1113-1196
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,1880-2156
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,2305-2555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,3377-3554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,3654-3844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,4734-4834
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,5700-5775
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,6456-6537
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,6679-6751
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,6842-7016
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,7244-7374
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,7452-7540
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,7739-7827
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,7921-8133
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,10293-10370
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,25048-25230
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Armadillo-type fold,26468-26769
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,314-728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,1113-1196
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,1880-2156
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,2305-2351
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,3816-3844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,4734-4834
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,5700-5775
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,6456-6475
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,6469-6537
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,6679-6751
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,Domain of unknown function DUF3730,6842-7005
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Armadillo-type fold,105-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Armadillo-type fold,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Armadillo-type fold,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Armadillo-type fold,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Armadillo-type fold,3372-3453
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Domain of unknown function DUF3730,309-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Domain of unknown function DUF3730,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Domain of unknown function DUF3730,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,Domain of unknown function DUF3730,2300-2346
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,3799-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,6837-7011
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,7239-7369
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,7447-7535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,7734-7822
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,7916-8128
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,10288-10365
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,25043-25225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,26463-27317
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,27439-27607
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,105-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Armadillo-type fold,3378-3462
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,309-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,2300-2346
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,3811-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,Domain of unknown function DUF3730,6837-7001
BaRT2v18chr3HG123360,BaRT2v18chr3HG123360.1,36113465-36114428,Harbinger transposase-derived protein,394-670
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin,1594-1702
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin,2841-2894
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin,2989-3494
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin activation peptide,437-443
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin activation peptide,547-633
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin activation peptide,744-986
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.1,33648691-33652571,Neprosin activation peptide,1538-1555
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin,1923-2031
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin,3170-3223
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin,3318-3823
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin activation peptide,766-772
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin activation peptide,876-962
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin activation peptide,1073-1315
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.2,33648691-33652900,Neprosin activation peptide,1867-1884
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.3,33648692-33652571,Neprosin activation peptide,437-443
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.3,33648692-33652571,Neprosin activation peptide,547-633
BaRT2v18chr3HG123030,BaRT2v18chr3HG123030.3,33648692-33652571,Neprosin activation peptide,744-988
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,UspA,82-245
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,UspA,453-562
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,UspA,686-804
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,UspA,1004-1073
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Rossmann-like alpha/beta/alpha sandwich fold,79-245
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Rossmann-like alpha/beta/alpha sandwich fold,453-562
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Rossmann-like alpha/beta/alpha sandwich fold,686-804
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Rossmann-like alpha/beta/alpha sandwich fold,1004-1082
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Universal stress protein A family,79-133
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Universal stress protein A family,753-789
BaRT2v18chr3HG122980,BaRT2v18chr3HG122980.1,33300256-33301691,Universal stress protein A family,1007-1073
