gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,intron,4591-4990
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,intron,5153-5391
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,intron,5468-6608
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,5' utr,1-94
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,95-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,4363-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,coding_region,4991-5089
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,3' utr,5090-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,3' utr,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.10,33574180-33580950,3' utr,6609-6771
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,1-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,4991-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,exon,6609-6795
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,184-1478
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,1585-1670
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,1810-2094
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,2138-2230
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,2323-2422
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,2573-2712
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,2968-3510
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,3720-4365
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,4591-4990
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,5153-5391
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,intron,5468-6608
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,5' utr,1-94
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,95-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,coding_region,4991-5089
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,3' utr,5090-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,3' utr,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.11,33574180-33580974,3' utr,6609-6795
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,1-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,exon,6609-6791
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,184-1478
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,1585-1670
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,1810-2094
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,2138-2230
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,2323-2422
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,2573-2712
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,2968-3510
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,3720-4365
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,4591-5391
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,intron,5468-6608
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,5' utr,1-94
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,95-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,coding_region,5392-5457
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,3' utr,5458-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.12,33574180-33580970,3' utr,6609-6791
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,1-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,2716-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,4991-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,exon,6609-6756
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,184-1478
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,1585-1670
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,1810-2094
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,2138-2230
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,2323-2422
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,2573-2715
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,2968-3510
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,3720-4365
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,4591-4990
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,5153-5391
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,intron,5468-6608
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,5' utr,1-94
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,95-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,2095-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,2716-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,coding_region,4991-5089
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,3' utr,5090-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,3' utr,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.13,33574180-33580935,3' utr,6609-6756
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,1-179
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,1475-1580
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,1667-1805
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,2091-2133
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,2227-2318
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,2419-2568
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,2709-2947
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,3507-3561
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,3641-3715
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,4362-4586
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,4987-5148
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,5388-5463
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,exon,6605-6767
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,180-1474
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,1581-1666
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,1806-2090
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,2134-2226
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,2319-2418
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,2569-2708
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,2948-3506
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,3562-3640
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,3716-4361
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,4587-4986
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,5149-5387
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,intron,5464-6604
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,5' utr,1-90
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,91-179
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,1475-1580
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,1667-1805
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,2091-2133
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,2227-2318
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,2419-2568
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,2709-2947
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,coding_region,3507-3524
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,3525-3561
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,3641-3715
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,4362-4586
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,4987-5148
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,5388-5463
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.14,33574184-33580950,3' utr,6605-6767
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,1-179
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,1475-1580
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,1667-1805
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,2094-2133
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,2227-2318
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,2419-2568
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,2709-2947
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,3507-3715
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,4362-4586
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,4987-5148
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,5388-5463
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,exon,6605-6771
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,180-1474
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,1581-1666
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,1806-2093
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,2134-2226
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,2319-2418
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,2569-2708
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,2948-3506
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,3716-4361
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,4587-4986
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,5149-5387
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,intron,5464-6604
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,5' utr,1-90
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,coding_region,91-179
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,coding_region,1475-1580
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,coding_region,1667-1805
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,coding_region,2094-2095
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,2096-2133
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,2227-2318
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,2419-2568
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,2709-2947
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,3507-3715
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,4362-4586
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,4987-5148
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,5388-5463
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.15,33574184-33580954,3' utr,6605-6771
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,1-175
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,1471-1576
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,1663-2314
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,2415-2564
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,2705-2959
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,3503-3711
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,4358-4582
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,4983-5144
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,5389-5459
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,exon,6601-6717
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,176-1470
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,1577-1662
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,2315-2414
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,2565-2704
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,2960-3502
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,3712-4357
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,4583-4982
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,5145-5388
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,intron,5460-6600
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,5' utr,1-86
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,coding_region,87-175
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,coding_region,1471-1576
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,coding_region,1663-1815
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,1816-2314
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,2415-2564
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,2705-2959
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,3503-3711
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,4358-4582
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,4983-5144
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,5389-5459
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.16,33574188-33580904,3' utr,6601-6717
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,1-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,2098-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,4991-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,exon,6609-6802
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,184-1478
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,1585-1670
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,1810-2097
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,2138-2230
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,2323-2422
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,2573-2712
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,2968-3510
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,3720-4365
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,4591-4990
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,5153-5391
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,intron,5468-6608
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,5' utr,1-94
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,coding_region,95-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,coding_region,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,coding_region,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,coding_region,2098-2099
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,2100-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,4991-5152
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.2,33574180-33580981,3' utr,6609-6802
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,1-183
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,1479-1584
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,1671-1809
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,2098-2137
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,2231-2322
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,2423-2572
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,2713-2967
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,3511-3719
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,4366-4590
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,5392-5467
BaRT2v18chr3HG123000,BaRT2v18chr3HG123000.3,33574180-33580918,exon,6609-6739
